,B,G,R,Time_ms,Time_s,B_F,G_F,R_F,Green_Source,GRD_Source,ICA_Source_0,ICA_Source_1,ICA_Source_2,ICA_Best_Source
87,-0.30068430733699514,0.5458674985334143,0.44826754801400676,2900.0,2.9,0.0626853041749293,0.6775480981082751,0.8137025575734674,0.6775480981082751,-0.13615445946519233,0.01271537569639323,-0.0016503621569311175,0.012204333427004133,-0.0016503621569311175
88,0.5159960041058965,0.6892113308462684,1.0780880518576184,2933.333333333333,2.933333333333333,0.054025082699681794,0.6817531459213341,0.8316849848589913,0.6817531459213341,-0.14993183893765727,0.012986195615289397,-0.001968056943726866,0.01254293209868941,-0.001968056943726866
89,0.14081194792791954,0.7889459436922797,0.7220195846941281,2966.666666666667,2.9666666666666672,0.04776643944882578,0.6925258244700232,0.8555739163300201,0.6925258244700232,-0.1630480918599969,0.013349346897841525,-0.0022542950499605517,0.012949075670182147,-0.0022542950499605517
90,0.4839177809646411,0.7790471541278348,1.0489509049625714,3000.0,3.0,0.03319347856425909,0.7031689334121515,0.8782445948013319,0.7031689334121515,-0.1750756613891804,0.01372254768056861,-0.0025234560331760104,0.013562822379549772,-0.0025234560331760104
91,-0.08432220911198102,0.7282586019270084,0.7476418565158806,3033.333333333333,3.033333333333333,0.0019126458590983733,0.706646667753069,0.8914182192868343,0.706646667753069,-0.18477155153376534,0.014000355589091821,-0.0027696054894667055,0.014456083002542426,-0.0027696054894667055
92,-0.09396250902031446,0.7266938320506454,0.7706966707125131,3066.666666666667,3.066666666666667,-0.04830231022401924,0.6973465220282683,0.8888125384416355,0.6973465220282683,-0.19146601641336725,0.014088772854289118,-0.002991247874274445,0.015572602760863523,-0.002991247874274445
93,0.2549400967014274,0.6989287080249355,1.1673123343531766,3100.0,3.1,-0.11353874287081911,0.6719457890186309,0.8690694609630878,0.6719457890186309,-0.1971236719444569,0.013945714548839753,-0.003237160041999287,0.016750903353839164,-0.003237160041999287
94,0.22354862567217462,0.8702040924576406,0.8584628908531275,3133.333333333333,3.1333333333333333,-0.18588990864884167,0.6302990057000017,0.8361739071912458,0.6302990057000017,-0.2058749014912441,0.013596395165975408,-0.003595694564662521,0.017795697166567103,-0.003595694564662521
95,0.21302930133723377,0.7453374926507089,1.1981995402802803,3166.666666666666,3.166666666666666,-0.25694291129103813,0.5756922862305468,0.7966733061752378,0.5756922862305468,-0.220981019944691,0.013109979250289344,-0.0041273676672509635,0.01856488563600147,-0.0041273676672509635
96,-0.27917064369980543,0.8182137872583782,0.6766038850069103,3200.0,3.2,-0.32176034148143945,0.5133883450472428,0.7560999513133514,0.5133883450472428,-0.24271160626610855,0.012561164474117294,-0.00482261835751573,0.0190374054269865,-0.00482261835751573
97,-0.5480655446774438,0.5147375494107808,0.9544080171116369,3233.333333333333,3.233333333333333,-0.3809393883741798,0.4481263651689856,0.7169335139457852,0.4481263651689856,-0.2688071487767996,0.012001281679975011,-0.005619735760759906,0.019317330214486384,-0.005619735760759906
98,-0.5672481655754746,0.5106860786387142,1.0046977315463619,3266.666666666666,3.266666666666666,-0.43859968094232826,0.3825085692901831,0.6786041772416175,0.3825085692901831,-0.29609560795143436,0.011445900231905089,-0.006443754463242193,0.019554188737431182,-0.006443754463242193
99,-0.6150681831738484,0.6299007295765873,0.6188182076661307,3300.0,3.3000000000000003,-0.4973613800977903,0.3172987804240479,0.6391894617172404,0.3172987804240479,-0.32189068129319254,0.010881768271592658,-0.007233423645669679,0.019823742759331384,-0.007233423645669679
100,-0.30798261348225264,0.4116980229150404,0.6286467489296986,3333.333333333333,3.333333333333333,-0.5545396431695108,0.2529027551797769,0.5977864644984643,0.2529027551797769,-0.3448837093186874,0.010290610308136439,-0.007955110380553508,0.020062177446256796,-0.007955110380553508
101,-0.6900816191707743,0.306782110960896,0.27808867121238545,3366.666666666666,3.3666666666666663,-0.6034075251258662,0.19043441753078885,0.5558229767452642,0.19043441753078885,-0.36538855921447533,0.009673740565280283,-0.008607387508917938,0.020120223013689785,-0.008607387508917938
102,-0.41145897091867106,0.05287671974976399,0.8349997762788834,3400.0,3.4,-0.6387207554174231,0.1316226475958792,0.51658512883599,0.1316226475958792,-0.3849624812401108,0.009062983703989072,-0.009217659144057078,0.019901795615983934,-0.009217659144057078
103,-0.7161113963437642,0.07058957063136789,0.2738030604919625,3433.333333333333,3.433333333333333,-0.6612453723896694,0.07843538794853601,0.4837208858303672,0.07843538794853601,-0.4052854978818312,0.008514432850755163,-0.0098213089550943,0.0194697012987114,-0.0098213089550943
104,-0.7012062877529459,0.04158151765324439,0.3184527421817887,3466.666666666667,3.4666666666666672,-0.6771926350734154,0.03335236944102018,0.45930965513182387,0.03335236944102018,-0.4259572856908037,0.008083275935068421,-0.010409665592810912,0.019031270093625062,-0.010409665592810912
105,-0.46903474225806413,-0.025201805365911777,0.7045763282501314,3500.0,3.5,-0.6935594935572112,-0.00033366203147763607,0.4423614147451314,-0.00033366203147763607,-0.442695076776609,0.007791380261188883,-0.010883329584610149,0.0188207257861528,-0.010883329584610149
106,-0.7208168412090736,-0.0011300767776659052,0.40432151302179803,3533.333333333333,3.533333333333333,-0.7135526173808991,-0.01940219910162374,0.4294708813070535,-0.01940219910162374,-0.44887308040867724,0.00761790930665101,-0.011085333070727905,0.018968176159198383,-0.011085333070727905
107,-0.5637692189401617,-0.005704276984491807,0.6320660768446806,3566.666666666667,3.566666666666667,-0.7351757190765212,-0.022509687175759935,0.41759728640817323,-0.022509687175759935,-0.44010697358393314,0.007523237038611359,-0.01090960821130388,0.019438645794541468,-0.01090960821130388
108,-0.9816598426692645,-0.049451109184709165,0.06065523167812331,3600.0,3.6,-0.7532515864067989,-0.011228354894151435,0.4062943461288924,-0.011228354894151435,-0.41752270102304384,0.007479547161949687,-0.010380647897862501,0.020071073963492517,-0.010380647897862501
